controlId,title,family,description,subFamily,objectives,enhancements
PE-4,ACCESS CONTROL FOR TRANSMISSION MEDIUM,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization controls physical access to telephone closets and information system distribution and transmission lines within organizational facilities using defined security safeguards (defined in the applicable security plan).,PE-4,"PE-4-1: 1. Disable any physical ports (e.g., wiring closets and patch panels) not in use.","GUIDANCE Physical security safeguards applied to information system distribution and transmission lines help to prevent accidental damage, disruption, and physical tampering. In addition, physical safeguards may be necessary to help prevent eavesdropping or in-transit modification of unencrypted transmissions. Security safeguards to control physical access to system distribution and transmission lines include, for example, (i) locked wiring closets; (ii) disconnected or locked spare jacks, and/or (iii) protection of cabling by conduit or cable trays."
PE-5,ACCESS CONTROL FOR OUTPUT DEVICES,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization controls physical access to information system output devices to prevent unauthorized individuals from obtaining the output.,PE-5,,"GUIDANCE Controlling physical access to output devices includes, for example, placing output devices in locked rooms or other secured areas and allowing access to authorized individuals only, and placing output devices in locations that can be monitored by organizational personnel. Monitors, printers, copiers, scanners, facsimile machines, and audio devices are examples of information system output devices."
PE-6,MONITORING PHYSICAL ACCESS,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization: a. Monitors physical access to the facility where the information system resides to detect and respond to physical security incidents; b. Reviews physical access logs weekly and upon occurrence of security incidents involving physical security; and c. Coordinates results of reviews and investigations with the organization's incident response capability.,PE-6,PE-6-1: 1. The organization reviews physical access logs at least every two (2) months.,"GUIDANCE Organizational incident response capabilities include investigations of and responses to detected physical security incidents. Security incidents include, for example, apparent security violations or suspicious physical access activities. Suspicious physical access activities include, for example, (1) accesses outside of normal work hours, (2) repeated accesses to areas not normally accessed, (3) accesses for unusual lengths of time, and (4) out-of-sequence accesses."
PE-6(1),INTRUSION ALARMS/SURVEILLANCE EQUIPMENT,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization monitors physical intrusion alarms and surveillance equipment.,PE-6,,GUIDANCE
PE-8,VISITOR ACCESS RECORDS,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization: a. Maintains visitor access records to the facility where the information system resides for two (2) years; and b. Reviews visitor access records at least monthly.,PE-8,PE-8-1: 1. Name and organization of the person visiting; | PE-8-2: 2. Visitor’s signature; | PE-8-3: 3. Form of identification; | PE-8-4: 4. Date of access; | PE-8-5: 5. Time of entry and departure; | PE-8-6: 6. Purpose of visit; and | PE-8-7: 7. Name and organization of person visited.,"GUIDANCE Visitor access records include, for example, names and organizations of persons visiting, visitor signatures, forms of identification, dates of access, entry and departure times, purposes of visits, and names and organizations of persons visited. Visitor access records are not required for publicly accessible areas."
PE-9,POWER EQUIPMENT AND CABLING,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization protects power equipment and power cabling for the information system from damage and destruction.,PE-9,"PE-9-1: 1. Permit only authorized maintenance personnel to access infrastructure assets, including power generators, HVAC systems, cabling, and wiring closets.","GUIDANCE Organizations determine the types of protection necessary for power equipment and cabling employed at different locations, both internal and external to organizational facilities and environments of operation. This includes, for example, generators and power cabling outside of buildings, internal cabling and uninterruptable power sources within an office or data center, and power sources for self-contained entities such as vehicles and satellites."
PE-10,EMERGENCY SHUTOFF,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization: a. Provides the capability of shutting off power to the information system or individual system components in emergency situations; b. Places emergency shutoff switches or devices in a location that does not require personnel to approach the equipment to facilitate safe and easy access for personnel; and c. Protects emergency power shutoff capability from unauthorized activation.,PE-10,"PE-10-1: 1. Implements and maintains a master power switch or emergency cut-off switch, prominently marked and protected by a cover, for data centers, servers, and mainframe rooms.","GUIDANCE This control applies primarily to facilities containing concentrations of information system resources including, for example, data centers, server rooms, and mainframe computer rooms."
PE-11,EMERGENCY POWER,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization provides a short-term uninterruptible power supply to facilitate an orderly shutdown of the information system and/or transition of the information system to a long-term alternate power source in the event of a primary power source loss.,PE-11,,GUIDANCE
PE-12,EMERGENCY LIGHTING,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization employs and maintains automatic emergency lighting for the information system that activates in the event of a power outage or disruption and covers emergency exits and evacuation routes within the facility.,PE-12,"PE-12-1: 1. Tests the equipment on a schedule that complies with manufacturer recommendations and local, state, and federal requirements. Testing must comply with the previously mentioned recommendations and be performed no less often than every three (3) years.","GUIDANCE This control applies primarily to facilities containing concentrations of information system resources including, for example, data centers, server rooms, and mainframe computer rooms."
PE-13,FIRE PROTECTION,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization employs and maintains fire suppression and detection devices/systems for the information system that are supported by an independent energy source.,PE-13,"PE-13-1: 1. Tests the equipment on a schedule that complies with manufacturer recommendations and local, state, and federal requirements. Testing must comply with the previously mentioned recommendations and be performed no less often than every three (3) years.","GUIDANCE This control applies primarily to facilities containing concentrations of information system resources including, for example, data centers, server rooms, and mainframe computer rooms. Fire suppression and detection devices/systems include, for example, sprinkler systems, handheld fire extinguishers, fixed fire hoses, and smoke detectors."
PE-13(3),AUTOMATIC FIRE SUPPRESSION,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION",The organization employs an automatic fire suppression capability for the information system when the facility is not staffed on a continuous basis.,PE-13,,GUIDANCE
PE-14,TEMPERATURE AND HUMIDITY CONTROLS,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION","The organization: a. Maintains temperature and humidity levels within the facility where the information system resides within acceptable vendor-specified levels; b. Monitors temperature and humidity levels within the defined frequency (defined in the applicable security plan); and c. Tests the equipment on a schedule that complies with manufacturer recommendations and local, state, and federal requirements, no less often than three hundred and sixty-five (365) days.",PE-14,"PE-14-1: 1. Evaluate the level of alert and follow prescribed guidelines for that alert level. | PE-14-2: 2. Alert component management of possible loss of service and/or media. | PE-14-3: 3. Report damage and provide remedial action. Implement contingency plan, if necessary. | PE-14-4: 4. For Cloud Environment, the organization: a. Maintains temperature and humidity levels within the facility where the information system resides at levels consistent with American Society of Heating, Refrigerating and Air-conditioning Engineers (ASHRAE) document entitled “Thermal Guidelines for Data Processing Environments”; b. Monitors temperature and humidity levels continuously; and c. Measures temperature at server inlets and humidity levels by dew point.","GUIDANCE This control applies primarily to facilities containing concentrations of information system resources, for example, data centers, server rooms, and mainframe computer rooms."
PE-15,WATER DAMAGE PROTECTION,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION","The organization protects the information system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.",PE-15,"PE-15-1: 1. Tests the equipment on a schedule that complies with manufacturer recommendations and local, state, and federal requirements, no less often than three hundred and sixty-five (365) days.","GUIDANCE This control applies primarily to facilities containing concentrations of information system resources including, for example, data centers, server rooms, and mainframe computer rooms. Isolation valves can be employed in addition to or in lieu of master shutoff valves to shut off water supplies in specific areas of concern without affecting entire organizations."
PE-16,DELIVERY AND REMOVAL,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION","The organization authorizes, monitors, and controls the flow of information system-related components entering and exiting the facility and maintains records of those items.",PE-16,,GUIDANCE Effectively enforcing authorizations for entry and exit of information system components may require restricting access to delivery areas and possibly isolating the areas from the information system and media libraries.
PE-17,ALTERNATE WORK SITE,"PE - PHYSICAL AND
 ENVIRONMENTAL PROTECTION","The organization: a. Employs appropriate security controls at alternate work sites that include, but are not to be limited to, requiring the use of laptop cable locks, recording serial numbers and other identification information about laptops; b. Assesses, as feasible, the effectiveness of security controls at alternate work sites; and c. Provides a means for employees to communicate with information security personnel in case of security incidents or problems.",PE-17,"PE-17-1: 1. The organization defines management, operational, and technical information system security controls for alternate work sites.","GUIDANCE Alternate work sites may include, for example, government facilities or private residences of employees. While commonly distinct from alternative processing sites, alternate work sites may provide readily available alternate locations as part of contingency operations. Organizations may define different sets of security controls for specific alternate work sites or types of sites depending on the work-related activities conducted at those sites. When personally identifiable information (PII) collected, stored, and processed at an alternate worksite, the information is subject to the same laws, regulations, and policies as PII handled at “non-alternate facilities.”"
PL-1,SECURITY PLANNING POLICY AND PROCEDURES,PL - PLANNING,"The organization: a. Develops, documents, and disseminates to applicable personnel: 1. A security planning policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and 2. Procedures to facilitate the implementation of the security planning policy and associated security planning controls. b. Reviews and updates (as necessary) the current: 1. Security planning policy within every three hundred sixty-five (365) days; and 2. Security planning procedures within every three hundred sixty-five (365) days.",PL-1,"PL-1-1: The organization retains the policies and procedures in written form (which may be electronic) for 6 years from the date of its creation or the date when it was last in effect, whichever is later. The organization makes the documentation available to those persons responsible for implementing the procedures to which the document pertains.","GUIDANCE This control addresses the establishment of policy and procedures for the effective implementation of selected security controls and control enhancements in the Planning (PL) family. Policy and procedures reflect applicable state and federal laws, directives, regulations, policies, standards, and guidance. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or, conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The security planning procedures can be established for the security program in general and for specific information systems, if needed. The organizational risk management strategy is a key factor in establishing policy and procedures. Security planning addresses the requirements for confidentiality, availability, and integrity for the organization and individual information system(s)."
PL-2,SYSTEM SECURITY PLAN,PL - PLANNING,"The organization: a. Develops a security plan for the information system that: 1. Is consistent with the ACA System Security Plan (SSP) Procedure; 2. Is consistent with the organization’s enterprise architecture; 3. Explicitly defines the authorization boundary for the system; 4. Describes the operational context of the information system in terms of missions and business processes; 5. Describes the operational environment for the information system and relationships with or connections to other information systems; 6. Provides an overview of the security requirements for the system; 7. Identifies any relevant overlays, if applicable; 8. Describes the security controls in place or planned for meeting those requirements including a rationale for the tailoring decisions; and 9. Is reviewed and approved by the authorizing official or designated representative prior to plan implementation; b. Distributes copies of the security plan and communicates subsequent changes to the plan to stakeholders; c. Reviews the security plan for the information system within every three hundred sixty-five (365) days; d. Updates the plan, at a minimum every three (3) years, to address current conditions or whenever: 1. There are significant changes to the information system/environment of operation that affect security; 2. Problems are identified during plan implementation or security control assessments; 3. When the data sensitivity level increases; 4. After a serious security violation due to changes in the threat environment; or 5. Before the previous security authorization expires; and e. Protects the security plan from unauthorized disclosure and modification.",PL-2,"PL-2-1: 1. The system security plan (SSP) must provide the security category and the Personally Identifiable Information (PII) confidentiality impact level of the system (as described in NIST SP 800-122); describe relationships with, and data flows of, PII to other systems; and provide an overview of security and privacy requirements for the system. The SSP must define the boundary within the system where PII is stored, processed, and/or maintained. The person responsible for meeting information system privacy requirements must provide input to the SSP. | PL-2-2: 2. Retain documentation of policies and procedures for six (6) years from the date of its creation or the date when it last was in effect, whichever is later. | PL-2-3: 3. When developing new system security plans or updating prior system security plans use the System Security Plan Template for ACA Administering Entity Systems, which can be found at: https://zone.cms.gov/community/cms-aca-program-security-privacy-policy-guidance-templates","GUIDANCE Security plans relate security requirements to a set of security controls and control enhancements. Security plans also describe how the security controls and control enhancements meet those security requirements, but do not provide detailed, technical descriptions of the specific design or implementation of the controls/enhancements. Security plans contain sufficient information (including the specification of parameter values for assignment and selection statements either explicitly or by reference) to enable a design and implementation that is unambiguously compliant with the intent of the plans and subsequent determinations of risk to organizational operations and assets, individuals, other organizations, and the ACA program if the plan is implemented as intended. Effective security plans make extensive use of references to policies, procedures, and additional documents (e.g., design and implementation specifications) where more detailed information can be obtained. This reduces the documentation requirements associated with security programs and maintains security-related information in other established management/operational areas related to enterprise architecture, system development life cycle, systems engineering, and acquisition. For example, security plans do not contain detailed contingency plan or incident response plan information, but instead provide, explicitly or by reference, sufficient information to define what those plans must accomplish. All ACA information systems and major applications are covered by a SSP that is compliant with current ACA SSP Procedures. The SSP is necessary for the information system to be authorized. As the security controls section of a privacy impact assessment or other privacy documentation may not provide sufficient details to determine which controls have been implemented, the SSP and plan of action and milestones (POA&M, see PM-4) are the best locations to address privacy-related security controls. CMS provides submission requirements and due dates for the SSP in the MARS-E Security and Privacy Agreements and Compliance Artifacts briefing and supporting table located at: https://zone.cms.gov/community/cms-aca-program-security-privacy-policy-guidance-templates. Detailed instructions for completing the SSP are contained in Volume II of the MARS-E Document Suite."
PL-2(3),COORDINATE WITH OTHER ORGANIZATIONAL ENTITIES,PL - PLANNING,The organization plans and coordinates security-related activities regarding the information system with affected stakeholders before conducting such activities to reduce the impact on other organizational entities.,PL-2,,"GUIDANCE These stakeholders, groups, or organizations could include those involved with security-related activities or those providing services or support (such as those involved in COOP planning). Security-related activities include, for example, security assessments, audits, hardware and software maintenance, patch management, and contingency plan testing. Advance planning and coordination includes emergency and nonemergency (i.e., planned or not urgent unplanned) situations. The process defined by organizations to plan and coordinate security-related activities can be included in security plans for information systems or other documents, as appropriate."
PL-4,RULES OF BEHAVIOR,PL - PLANNING,"The organization: a. Establishes and makes readily available to individuals requiring access to the information system the rules that describe their responsibilities and expected behavior with regard to information and information system usage, including: 1. Any applicable organizational Rules of Behavior (RoB); and 2. Any applicable system-specific RoB. b. Receives an acknowledgment (paper or electronic) from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior before authorizing access to information and the information system; c. Reviews the rules of behavior every three hundred sixty-five (365) days updating if necessary; and d. Requires individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge when the rules of behavior are revised/updated. e. Informs employees and contractors that the use of the organization information resources for anything other than authorized purposes set forth in the organizational RoB is a violation of the policy, and is grounds for disciplinary action, monetary fines, and/or criminal charges that could result in imprisonment; and f. In addition to the organizational RoB, the organization may define a system-level RoB acknowledgement.",PL-4,PL-4-1: 1. The organizational rules of behavior must include a policy outlining the rules of behavior to safeguard PII and identifying consequences and corrective actions for failure to follow these rules. Consequences should be commensurate with level of responsibility and type of PII involved. | PL-4-2: 2. Rules of behavior are aligned with DHHS requirements posted at: http://www.hhs.gov/ocio/policy/hhs-rob.html.,"GUIDANCE This control enhancement applies to organizational users. Organizations consider rules of behavior based on individual user roles and responsibilities, differentiating, for example, between rules that apply to privileged users and rules that apply to general users. Establishing rules of behavior for some types of non-organizational users including, for example, individuals who simply receive data/information from the ACA system, is often not feasible given the large number of these users and the limited nature of their interactions with the systems. Rules of behavior for both organizational and non-organizational users can also be established in AC-8, System Use Notification. PL-4 b, the acknowledgment portion of this control, may be satisfied by the security awareness training and role-based security training programs conducted by organizations if such training includes rules of behavior. Organizations can use electronic signatures (or other electronic mechanisms) for acknowledging rules of behavior. Organizational rules of behavior must include a policy outlining the rules of behavior to safeguard PII and identifying consequences and corrective actions for failure to follow these rules. Consequences should be commensurate with level of responsibility and type of PII involved."
PL-4(1),SOCIAL MEDIA AND NETWORKING RESTRICTIONS,PL - PLANNING,The organization includes in the rules of behavior explicit restrictions on the use of social media/networking sites and posting organizational information on public websites.,PL-4,,"GUIDANCE This control enhancement addresses rules of behavior related to the use of social media/networking sites (1) when organizational personnel are using such sites for official duties or in the conduct of official business, (2) when organizational information is involved in social media/networking transactions, and (3) when personnel are accessing social media/networking sites from organizational information systems. Organizations also address specific rules that prevent unauthorized entities from obtaining and/or inferring non-public organizational information (e.g., system account information and PII) from social media/networking sites."
PL-8,SECURITY AND PRIVACY ARCHITECTURES,PL - PLANNING,"The organization: a. Develops an information security architecture for the ACA system that: 1. Describes the overall requirements and approach to be taken regarding protecting the confidentiality, integrity, and availability of organizational information; 2. Describes how the information security architecture is integrated into and supports the enterprise architecture; and 3. Describes any information security assumptions about, and dependencies on, external services; b. Reviews and updates the information security architecture at least annually or when a significant change occur to reflect updates in the enterprise architecture; and c. Ensures that planned information security architecture changes are reflected in the security plan and organizational procurements/acquisitions.",PL-8,,"GUIDANCE This control addresses actions taken by organizations in the design and development of ACA systems. The information security architecture at the individual information system level is consistent with and complements the more global, organization-wide information security architecture described in PM-7 that is integral to and developed as part of the enterprise architecture. The information security architecture includes an architectural description, the placement/allocation of security functionality (including security controls), security-related information for external interfaces, information being exchanged across the interfaces, and the protection mechanisms associated with each interface. In addition, the security architecture can include other important security-related information, such as user roles and access privileges assigned to each role; unique security requirements; the types of information processed, stored, and transmitted by the information system; restoration priorities of information and information system services; and any other specific protection needs. There are key dependencies on external information services and service providers. Describing such dependencies in the information security architecture is important to developing a comprehensive ACA system protection strategy. Establishing, developing, documenting, and maintaining under configuration control a baseline configuration for organizational information systems is critical to implementing and maintaining an effective information security architecture. The development of the information security architecture is coordinated with the senior Administering Entity privacy officer to ensure that security controls needed to support privacy requirements are identified and effectively implemented. PL-8 is primarily directed at organizations (i.e., internally focused) to help ensure that organizations develop an information security architecture for the ACA system, and that the security architecture is integrated with or tightly coupled to the enterprise architecture through the organization-wide information security architecture. The information security architecture identifies security and privacy controls necessary to support privacy requirements. The Senior Agency Official for Privacy (SAOP) or Chief Privacy Official (CPO) are the best resource for identifying privacy requirements and privacy controls."
PS-1,PERSONNEL SECURITY POLICY AND PROCEDURES,PS - PERSONNEL SECURITY,"The organization: a. Develops, documents, and disseminates to applicable personnel: 1. A personnel security policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and 2. Procedures to facilitate the implementation of the personnel security policy and associated personnel security controls. b. Reviews and updates (as necessary) the current: 1. Personnel security policy within every three hundred sixty-five (365) days; and 2. Personnel security procedures within every three hundred sixty-five (365) days.",PS-1,,"GUIDANCE This control addresses the establishment of policy and procedures for the effective implementation of selected security controls and control enhancements in the Personnel Security (PS) family. Roles that require access to certain types of sensitive information such as PII may require additional personnel security measures beyond those applied to the general workforce of an organization. Policy and procedures reflect applicable state and federal laws, directives, regulations, policies, standards, and guidance. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or, conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for specific information systems, if needed. The organizational risk management strategy is a key factor in establishing policy and procedures. This control supports and aligns with the provisions of the ACA and the requirements of 45 CFR §155.260, Privacy and security of personally identifiable information, paragraph (c)."
PS-2,POSITION RISK DESIGNATION,PS - PERSONNEL SECURITY,"The organization: a. Assigns a criticality/sensitivity risk designation to all organizational positions; b. Establishes screening criteria for individuals filling those positions; c. Ensures that all individuals with significant security responsibilities possess, at a minimum, a background investigation; d. Ensures that individuals are designated to position-sensitivity levels that are commensurate with the responsibilities and risks associated with the position; and e. Reviews and revises position criticality/sensitivity risk designations within every three hundred sixty-five (365) days.",PS-2,PS-2-1: Whether a member of the workforce will be working with personally identifiable information (PII) is a factor in determining the screening criteria for working in the position.,"GUIDANCE Position risk designations reflect Office of Personnel Management policy and guidance. Risk designations can guide and inform the types of authorizations individuals receive when accessing organizational information and information systems. Position screening criteria include explicit information security role appointment requirements (e.g., training and security clearances). Position risk designations, for different levels of access to sensitive information such as PII should be commensurate with the risks associated with the information. This control supports and aligns with the provisions of the ACA and the requirements of 45 CFR §155.260, Privacy and security of personally identifiable information, paragraph (c)."
PS-3,PERSONNEL SCREENING,PS - PERSONNEL SECURITY,"The organization: a. Screens individuals prior to authorizing access to the information system; b. Rescreens individuals periodically and anytime they move to a new position with a higher risk designation, in accordance with organizational Personnel Security Policy; c. Conducts background investigations in a manner commensurate with organizational Personnel Security policy and guidance; d. When an employee moves from one position to another, the higher level of clearance should be adjudicated; and e. Refuses employees and contractors access to information systems until they have: 1. Been vetted in accordance with agency policy; and 2. Signed the appropriate access agreements.",PS-3,"PS-3-1: 1. Perform criminal history check for all persons prior to employment. | PS-3-2: 2. Individuals that work with Personally Identifiable Information (PII) are screened before gaining access to the PII and re-screened as determined by the organization. | PS-3-3: 3. All employees and contractors requiring access to ACA-sensitive information must meet personnel suitability standards. These suitability standards are based on a valid need-to-know, which cannot be assumed from position or title, and favorable results from a background check. The background check for prospective and existing employees (if not previously completed) should include, at a minimum, contacting references provided by the employee as well as the local law enforcement agency or agencies.","GUIDANCE Personnel screening and rescreening activities reflect applicable state and federal laws, directives, regulations, policies, standards, guidance, and specific criteria established for the risk designations of assigned positions. Organizations may define different rescreening conditions and frequencies for personnel accessing information systems based on types of information processed, stored, or transmitted by the systems. Screening individuals who are provided access to sensitive information, such as PII, and re-screening as deemed appropriate by the organization, reduces risk."
PS-4,PERSONNEL TERMINATION,PS - PERSONNEL SECURITY,"The organization, upon termination of individual employment: a. Disables information system access in accordance with Implementation Standard 1; b. Terminates/revokes any authenticators/credentials associated with the individual; c. Conducts exit interviews that include a discussion of non-disclosure of information security and privacy information; d. Retrieves all security-related organizational information system-related property; e. Retains access to organizational information and information systems formerly controlled by a terminated individual; f. Notifies defined personnel or roles (defined in the applicable security plan) within one (1) business day; and g. Immediately escorts employees terminated for cause out of the organization.",PS-4,"PS-4-1: 1. System and physical access must be revoked prior to or during the employee termination process. | PS-4-2: 2. All access and privileges to systems, networks, and facilities are suspended when employees or contractors temporarily separate from the organization (e.g., leave of absence).","GUIDANCE Information system-related property includes, for example, hardware authentication tokens, system administration technical manuals, keys, identification cards, and building passes. Exit interviews ensure that terminated individuals understand the security constraints imposed on former employees and that proper accountability is achieved for information system-related property. Security topics of interest at exit interviews can include, for example, reminding terminated individuals of nondisclosure agreements and potential limitations on future employment. Exit interviews may not be possible for some terminated individuals, for example, in cases related to job abandonment, illnesses, and non-availability of supervisors. Exit interviews are important for individuals with security clearances. Timely execution of termination actions is essential for individuals terminated for cause. In certain situations, organizations consider disabling the information system accounts of individuals who are being terminated prior to notifying the individuals of their termination. This control governs termination procedures for access to sensitive information, such as PII. Appropriate personnel have access to official records created by terminated employees that are stored on information systems."
PS-5,PERSONNEL TRANSFER,PS - PERSONNEL SECURITY,"The organization: a. Reviews and confirms ongoing operational need for current logical and physical access authorizations to information systems/facilities when personnel are reassigned or transferred to other positions within the organization; b. Initiates the following transfer or reassignment actions during the formal transfer process: 1. Re-issuing appropriate information system-related property (e.g., keys, identification cards, and building passes); 2. Notifying security management; 3. Closing obsolete accounts and establishing new accounts; 4. When an employee moves to a new position of trust, logical and physical access controls for that individual must be re-evaluated as soon as possible but not to exceed thirty (30) days for non-cloud and not to exceed five (5) days for the cloud environment. c. Modifying access authorization as necessary to correspond with any changes in operational need due to reassignment or transfer; and d. Notifying defined personnel or roles (defined in the applicable security plan) within one (1) business day.",PS-5,"PS-5-1: 1. For the cloud environment, when an employee moves to a new position of trust, logical and physical access controls for that individual must be re-evaluated as soon as possible but not to exceed five (5) days. | PS-5-2: 2. Individuals that will work with PII should be screened before gaining access to the PII and re-screened as determined by the organization. | PS-5-3: 3. The organization reviews logical and physical access authorizations to information systems/facilities when personnel are reassigned or transferred to other positions within the organization and initiates organization-defined transfer or reassignment actions within five (5) days following the formal transfer action.","GUIDANCE This control applies when reassignments or transfers of individuals are permanent or of such extended durations to warrant action. Organizations define actions appropriate for the types of reassignments or transfers, whether permanent or extended. Actions that may be required for personnel transfers or reassignments to other positions within organizations include, for example, (1) returning old and issuing new keys, identification cards, and building passes; (2) closing information system accounts and establishing new accounts; (3) changing information system access authorizations (i.e., privileges); and (4) providing for access to official records to which individuals had access at previous work locations and in previous information system accounts. When personnel are reassigned or transferred, their access to sensitive information, such as PII, must be reviewed to determine whether and how their access permissions should change."
PS-6,ACCESS AGREEMENTS,PS - PERSONNEL SECURITY,"The organization: a. Develops and documents access agreements for organizational information systems, consistent with the provisions of the ACA and the requirements of 45 CFR §155.260 – Privacy and security of personally identifiable information, paragraphs (b)(2) and (c). b. Reviews and updates the access agreements as part of the system security authorization or when a contract is renewed or extended, but minimally within every three hundred sixty-five (365) days, whichever occurs first; and c. Ensures that individuals requiring access to organizational information and information systems: 1. Acknowledge (paper or electronic) appropriate access agreements prior to being granted access; and 2. Re-acknowledge access agreements to maintain access to organizational information systems when access agreements have been updated.",PS-6,,"GUIDANCE Access agreements include, for example, nondisclosure agreements, acceptable use agreements, rules of behavior, and conflict-of-interest agreements. Signed access agreements include an acknowledgement that individuals have read, understand, and agree to abide by the constraints associated with organizational information systems to which access is authorized. Organizations can use electronic signatures to acknowledge access agreements unless specifically prohibited by organizational policy. This control supports and aligns with the provisions of the ACA and the requirements of 45 CFR §155.260, Privacy and security of personally identifiable information, paragraphs (b)(2) and (c). Examples of access agreement documents required for access to PII may include access authorization requests, nondisclosure agreements, acceptable use agreements, privacy training and awareness, and rules of behavior."
PS-7,THIRD-PARTY PERSONNEL SECURITY,PS - PERSONNEL SECURITY,"The organization: a. Establishes personnel security requirements including security roles and responsibilities for third-party providers; b. Requires third-party providers to comply with personnel security policies and procedures established by the organization; c. Documents personnel security requirements; d. Requires third-party providers to notify Contracting Officers or Contracting Officer’s Representatives (via the roster of contractor personnel) of any personnel transfers or terminations of third-party personnel who possess organizational credentials and/or badges, or who have information system privileges within fifteen (15) calendar days; and e. Monitors provider compliance.",PS-7,PS-7-1: Regulate the access provided to contractors and define security requirements for contractors. Contractors must be provided with minimal system and physical access and must agree to and support the information security requirements. The contractor selection process must assess the contractor’s ability to adhere to and support information security policies and standards.,"GUIDANCE Third-party providers include, for example, service bureaus, contractors, and other organizations providing information system development, information technology services, outsourced applications, and network and security management. Organizations explicitly include personnel security requirements in acquisition-related documents. Third-party providers may have personnel working at organizational facilities with credentials, badges, or information system privileges issued by organizations. Notifications of third-party personnel changes ensure appropriate termination of privileges and credentials. Organizations define the transfers and terminations deemed reportable by security-related characteristics that include, for example, functions, roles, and nature of credentials/privileges associated with individuals transferred or terminated. This control ensures that third-party service providers (to include CSPs) that will have access to sensitive information, such as PII, are held accountable in the same way the organizational personnel are held accountable."
PS-8,PERSONNEL SANCTIONS,PS - PERSONNEL SECURITY,"The organization: a. Employs a formal sanctions process for individuals failing to comply with established information security policies and procedures; and b. Notifies defined personnel or roles (defined in the applicable security plan) within defined time period (defined in the applicable security plan) when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the sanction.",PS-8,,"GUIDANCE Organizational sanctions processes reflect applicable state and federal laws, Executive Orders, directives, regulations, policies, standards, and guidance. Sanctions processes are described in access agreements and can be included as part of general personnel policies and procedures for organizations. Organizations consult with the Office of the General Counsel regarding matters of employee sanctions. This control supports and aligns with the provisions of the ACA and the requirements of 45 CFR §155.260, Privacy and security of personally identifiable information, paragraphs (c) and (g). Since the FFE is a federal collection of Personally Identifiable Information (PII) and the Privacy Act applies, employees, contractors and agents are obligated to comply with the Supplemental Standards of Ethical Conduct for Employees of the Department of Health and Human Services and with the HHS Residual Standards of Conduct. All employees must guard against improper disclosure of records, which are governed by the Privacy Act. Because of the serious consequences of improper invasions of personal privacy, employees may be subject to disciplinary action and criminal prosecution for knowing and willful violations of the Act and regulation. In addition, employees may also be subject to disciplinary action for unknowing or unintentional violations, where the employee had notice of the provisions of the Act and regulations and failed to inform her/himself sufficiently or to conduct her/himself in accordance with the requirements to avoid violations. If the personnel sanctions are associated with the loss, theft, or compromise of PII, additional care must be taken to prevent further privacy incidents. When providing notice of sanctions, do not provide the PII involved in the incident to anyone without an explicit need to know. Unless the individual needs the specific PII elements breached to perform their job function, the individual does not need to know the PII. Instead, provide characterization of the type(s) of PII breached (e.g., provide “Full Name” instead of providing “John Doe,” or “Blood Type” instead of “A positive”)."
