controlId,title,family,description,subFamily,parameters,objectives,enhancements
SC-8(1),SC-08(01) - Cryptographic Protection,System and Communications Protection,"Implement cryptographic mechanisms to during transmission. Guidance Encryption protects information from unauthorized disclosure and modification during transmission. Cryptographic mechanisms that protect the confidentiality and integrity of information during transmission include TLS and IPSec. Cryptographic mechanisms used to protect information integrity include cryptographic hash functions that have applications in digital signatures, checksums, and message authentication codes. SC-8 (1) Additional FedRAMP Requirements and Guidance Guidance: See M-22-09, including ""Agencies encrypt all DNS requests and HTTP traffic within their environment""SC-8 (1) applies when encryption has been selected as the method to protect confidentiality and integrity. Otherwise refer to SC-8 (5). SC-8 (1) is strongly encouraged. Guidance: Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.) Guidance: When leveraging encryption from the underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured. Requirement: Please ensure SSP Section 10.3 Cryptographic Modules Implemented for Data At Rest (DAR) and Data In Transit (DIT) is fully populated for reference in this control.",SC-8,SC-8(1): [Selection (one or more): prevent unauthorized disclosure of information; detect changes to information],SC-8(1): Implement cryptographic mechanisms to during transmission.,
SC-8,SC-08 - Transmission Confidentiality and Integrity,System and Communications Protection,"Protect the of transmitted information. Guidance Protecting the confidentiality and integrity of transmitted information applies to internal and external networks as well as any system components that can transmit information, including servers, notebook computers, desktop computers, mobile devices, printers, copiers, scanners, facsimile machines, and radios. Unprotected communication paths are exposed to the possibility of interception and modification. Protecting the confidentiality and integrity of information can be accomplished by physical or logical means. Physical protection can be achieved by using protected distribution systems. A protected distribution system is a wireline or fiber-optics telecommunications system that includes terminals and adequate electromagnetic, acoustical, electrical, and physical controls to permit its use for the unencrypted transmission of classified information. Logical protection can be achieved by employing encryption techniques. Organizations that rely on commercial providers who offer transmission services as commodity services rather than as fully dedicated services may find it difficult to obtain the necessary assurances regarding the implementation of needed controls for transmission confidentiality and integrity. In such situations, organizations determine what types of confidentiality or integrity services are available in standard, commercial telecommunications service packages. If it is not feasible to obtain the necessary controls and assurances of control effectiveness through appropriate contracting vehicles, organizations can implement appropriate compensating controls. SC-8 Additional FedRAMP Requirements and Guidance Guidance: For each instance of data in transit, confidentiality AND integrity should be through cryptography as specified in SC-8 (1), physical means as specified in SC-8 (5), or in combination. For clarity, this control applies to all data in transit. Examples include the following data flows: The following applies only when choosing SC-8 (5) in lieu of SC-8 (1).FedRAMP-Defined Assignment / Selection Parameters SC-8 (5)-1 [a hardened or alarmed carrier Protective Distribution System (PDS) when outside of Controlled Access Area (CAA)]SC-8 (5)-2 [prevent unauthorized disclosure of information AND detect changes to information] Guidance: SC-8 (5) applies when physical protection has been selected as the method to protect confidentiality and integrity. For physical protection, data in transit must be in either a Controlled Access Area (CAA), or a Hardened or alarmed PDS. Hardened or alarmed PDS: Shall be as defined in SECTION X - CATEGORY 2 PDS INSTALLATION GUIDANCE of CNSSI No.7003, titled PROTECTED DISTRIBUTION SYSTEMS (PDS). Per the CNSSI No. 7003 Section VIII, PDS must originate and terminate in a Controlled Access Area (CAA). Controlled Access Area (CAA): Data will be considered physically protected, and in a CAA if it meets Section 2.3 of the DHS's Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies. CSPs can meet Section 2.3 of the DHS' recommended practice by satisfactory implementation of the following controls PE-2 (1), PE-2 (2), PE-2 (3), PE-3 (2), PE-3 (3), PE-6 (2), and PE-6 (3). Note: When selecting SC-8 (5), the above SC-8(5), and the above referenced PE controls must be added to the SSP. CNSSI No.7003 can be accessed here:https://www.dcsa.mil/Portals/91/documents/ctp/nao/CNSSI_7003_PDS_September_2015.pdf DHS Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies can be accessed here:https://us-cert.cisa.gov/sites/default/files/FactSheets/NCCIC%20ICS_FactSheet_Defense_in_Depth_Strategies_S508C.pdf",SC-8,SC-8: [Selection (one or more): confidentiality; integrity],SC-8: Protect the of transmitted information.,Enhancements SC-8(1) - Cryptographic Protection
SC-12,SC-12 - Cryptographic Key Establishment and Management,System and Communications Protection,"Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: . Guidance Cryptographic key management and establishment can be performed using manual procedures or automated mechanisms with supporting manual procedures. Organizations define key management requirements in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines and specify appropriate options, parameters, and levels. Organizations manage trust stores to ensure that only approved trust anchors are part of such trust stores. This includes certificates with visibility external to organizational systems and certificates related to the internal operations of systems. NIST CMVP and NIST CAVP provide additional information on validated cryptographic modules and algorithms that can be used in cryptographic key management and establishment. SC-12 Additional FedRAMP Requirements and Guidance Guidance: See references in NIST 800-53 documentation. Guidance: Must meet applicable Federal Cryptographic Requirements. See References Section of control. Guidance: Wildcard certificates may be used internally within the system, but are not permitted for external customer access to the system.",SC-12,SC-12: requirements,SC-12: Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: .,
SC-13,SC-13 - Cryptographic Protection,System and Communications Protection,"a. Determine the ; and b. Implement the following types of cryptography required for each specified cryptographic use: . Guidance Cryptography can be employed to support a variety of security solutions, including the protection of classified information and controlled unclassified information, the provision and implementation of digital signatures, and the enforcement of information separation when authorized individuals have the necessary clearances but lack the necessary formal access approvals. Cryptography can also be used to support random number and hash generation. Generally applicable cryptographic standards include FIPS-validated cryptography and NSA-approved cryptography. For example, organizations that need to protect classified information may specify the use of NSA-approved cryptography. Organizations that need to provision and implement digital signatures may specify the use of FIPS-validated cryptography. Cryptography is implemented in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. SC-13 Additional FedRAMP Requirements and Guidance Guidance: This control applies to all use of cryptography. In addition to encryption, this includes functions such as hashing, random number generation, and key generation. Examples include the following: The requirement for FIPS 140 validation, as well as timelines for acceptance of FIPS 140-2, and 140-3 can be found at the NIST Cryptographic Module Validation Program (CMVP).https://csrc.nist.gov/projects/cryptographic-module-validation-program Guidance: For NSA-approved cryptography, the National Information Assurance Partnership (NIAP) oversees a national program to evaluate Commercial IT Products for Use in National Security Systems. The NIAP Product Compliant List can be found at the following location:https://www.niap-ccevs.org/Product/index.cfm Guidance: When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured. Guidance: Moving to non-FIPS CM or product is acceptable when: Guidance: At a minimum, this control applies to cryptography in use for the following controls: AU-9(3), CP-9(8), IA-2(6), IA-5(1), MP-5, SC-8(1), and SC-28(1).",SC-13,SC-13(a): cryptographic uses | SC-13(b): types of cryptography,a.: a. Determine the ; and | b.: b. Implement the following types of cryptography required for each specified cryptographic use: .,
SC-15,SC-15 - Collaborative Computing Devices and Applications,System and Communications Protection,"a. Prohibit remote activation of collaborative computing devices and applications with the following exceptions: ; and b. Provide an explicit indication of use to users physically present at the devices. Guidance Collaborative computing devices and applications include remote meeting devices and applications, networked white boards, cameras, and microphones. The explicit indication of use includes signals to users when collaborative computing devices and applications are activated. SC-15 Additional FedRAMP Requirements and Guidance Requirement: The information system provides disablement (instead of physical disconnect) of collaborative computing devices in a manner that supports ease of use.",SC-15,SC-15(a): exceptions where remote activation is to be allowed,a.: a. Prohibit remote activation of collaborative computing devices and applications with the following exceptions: ; and | b.: b. Provide an explicit indication of use to users physically present at the devices.,
SC-20,SC-20 - Secure Name/Address Resolution Service (Authoritative Source),System and Communications Protection,"a. Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and b. Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace. Guidance Providing authoritative source information enables external clients, including remote Internet clients, to obtain origin authentication and integrity verification assurances for the host/service name to network address resolution information obtained through the service. Systems that provide name and address resolution services include domain name system (DNS) servers. Additional artifacts include DNS Security Extensions (DNSSEC) digital signatures and cryptographic keys. Authoritative data includes DNS resource records. The means for indicating the security status of child zones include the use of delegation signer resource records in the DNS. Systems that use technologies other than the DNS to map between host and service names and network addresses provide other means to assure the authenticity and integrity of response data. SC-20 Additional FedRAMP Requirements and Guidance Guidance: SC-20 applies to use of external authoritative DNS to access a CSO from outside the boundary. Guidance: External authoritative DNS servers may be located outside an authorized environment. Positioning these servers inside an authorized boundary is encouraged. Guidance: CSPs are recommended to self-check DNSSEC configuration through one of many available analyzers such as Sandia National Labs (https://dnsviz.net) Requirement: Control Description should include how DNSSEC is implemented on authoritative DNS servers to supply valid responses to external DNSSEC requests.",SC-20,,"a.: a. Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and | b.: b. Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace.",
SC-21,SC-21 - Secure Name/Address Resolution Service (Recursive or Caching Resolver),System and Communications Protection,"Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources. Guidance Each client of name resolution services either performs this validation on its own or has authenticated channels to trusted validation providers. Systems that provide name and address resolution services for local clients include recursive resolving or caching domain name system (DNS) servers. DNS client resolvers either perform validation of DNSSEC signatures, or clients use authenticated channels to recursive resolvers that perform such validations. Systems that use technologies other than the DNS to map between host and service names and network addresses provide some other means to enable clients to verify the authenticity and integrity of response data. SC-21 Additional FedRAMP Requirements and Guidance Guidance: Accepting an unsigned reply is acceptable Guidance: SC-21 applies to use of internal recursive DNS to access a domain outside the boundary by a component inside the boundary. Requirement: Control description should include how DNSSEC is implemented on recursive DNS servers to make DNSSEC requests when resolving DNS requests from internal components to domains external to the CSO boundary. Requirement: Internal recursive DNS servers must be located inside an authorized environment. It is typically within the boundary, or leveraged from an underlying IaaS/PaaS.",SC-21,,SC-21: Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.,
SC-22,SC-22 - Architecture and Provisioning for Name/Address Resolution Service,System and Communications Protection,"Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation. Guidance Systems that provide name and address resolution services include domain name system (DNS) servers. To eliminate single points of failure in systems and enhance redundancy, organizations employ at least two authoritative domain name system servers—one configured as the primary server and the other configured as the secondary server. Additionally, organizations typically deploy the servers in two geographically separated network subnetworks (i.e., not located in the same physical facility). For role separation, DNS servers with internal roles only process name and address resolution requests from within organizations (i.e., from internal clients). DNS servers with external roles only process name and address resolution information requests from clients external to organizations (i.e., on external networks, including the Internet). Organizations specify clients that can access authoritative DNS servers in certain roles (e.g., by address ranges and explicit lists).",SC-22,,SC-22: Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation.,
SC-28(1),SC-28(01) - Cryptographic Protection,System and Communications Protection,"Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on : . Guidance The selection of cryptographic mechanisms is based on the need to protect the confidentiality and integrity of organizational information. The strength of mechanism is commensurate with the security category or classification of the information. Organizations have the flexibility to encrypt information on system components or media or encrypt data structures, including files, records, or fields. SC-28 (1) Additional FedRAMP Requirements and Guidance Guidance: Organizations should select a mode of protection that is targeted towards the relevant threat scenarios.Examples:A. Organizations may apply full disk encryption (FDE) to a mobile device where the primary threat is loss of the device while storage is locked.B. For a database application housing data for a single customer, encryption at the file system level would often provide more protection than FDE against the more likely threat of an intruder on the operating system accessing the storage.C. For a database application housing data for multiple customers, encryption with unique keys for each customer at the database record level may be more appropriate.",SC-28,SC-28(1)-2: information | SC-28(1)-1: system components or media,SC-28(1): Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on : .,
SC-28,SC-28 - Protection of Information at Rest,System and Communications Protection,"Protect the of the following information at rest: . Guidance Information at rest refers to the state of information when it is not in process or in transit and is located on system components. Such components include internal or external hard disk drives, storage area network devices, or databases. However, the focus of protecting information at rest is not on the type of storage device or frequency of access but rather on the state of the information. Information at rest addresses the confidentiality and integrity of information and covers user information and system information. System-related information that requires protection includes configurations or rule sets for firewalls, intrusion detection and prevention systems, filtering routers, and authentication information. Organizations may employ different mechanisms to achieve confidentiality and integrity protections, including the use of cryptographic mechanisms and file share scanning. Integrity protection can be achieved, for example, by implementing write-once-read-many (WORM) technologies. When adequate protection of information at rest cannot otherwise be achieved, organizations may employ other controls, including frequent scanning to identify malicious code at rest and secure offline storage in lieu of online storage. SC-28 Additional FedRAMP Requirements and Guidance Guidance: The organization supports the capability to use cryptographic mechanisms to protect information at rest. Guidance: When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured. Guidance: Note that this enhancement requires the use of cryptography in accordance with SC-13.",SC-28,SC-28-1: [Selection (one or more): confidentiality; integrity] | SC-28-2: information at rest,SC-28: Protect the of the following information at rest: .,Enhancements SC-28(1) - Cryptographic Protection
SC-39,SC-39 - Process Isolation,System and Communications Protection,"Maintain a separate execution domain for each executing system process. Guidance Systems can maintain separate execution domains for each executing process by assigning each process a separate address space. Each system process has a distinct address space so that communication between processes is performed in a manner controlled through the security functions, and one process cannot modify the executing code of another process. Maintaining separate execution domains for executing processes can be achieved, for example, by implementing separate address spaces. Process isolation technologies, including sandboxing or virtualization, logically separate software and firmware from other software, firmware, and data. Process isolation helps limit the access of potentially untrusted software to other system resources. The capability to maintain separate execution domains is available in commercial operating systems that employ multi-state processor technologies.",SC-39,,SC-39: Maintain a separate execution domain for each executing system process.,
SI-1,SI-01 - Policy and Procedures,System and Information Integrity,"a. Develop, document, and disseminate to : 1. system and information integrity policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls; b. Designate an to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and c. Review and update the current system and information integrity: 1. Policy and following ; and 2. Procedures and following . Guidance System and information integrity policy and procedures address the controls in the SI family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of system and information integrity policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to system and information integrity policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure.",SI-1,SI-1(a): organization-defined personnel or roles | SI-1(a)(1): [Selection (one or more): organization-level; mission/business process-level; system-level] | SI-1(b): official | SI-1(c)(1)-1: frequency | SI-1(c)(1)-2: events | SI-1(c)(2)-1: frequency | SI-1(c)(2)-2: events,"a.: a. Develop, document, and disseminate to : 1. system and information integrity policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls; | b.: b. Designate an to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and | c.: c. Review and update the current system and information integrity: 1. Policy and following ; and 2. Procedures and following .",
SI-2,SI-02 - Flaw Remediation,System and Information Integrity,"a. Identify, report, and correct system flaws; b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation; c. Install security-relevant software and firmware updates within of the release of the updates; and d. Incorporate flaw remediation into the organizational configuration management process. Guidance The need to remediate system flaws applies to all types of software and firmware. Organizations identify systems affected by software flaws, including potential vulnerabilities resulting from those flaws, and report this information to designated organizational personnel with information security and privacy responsibilities. Security-relevant updates include patches, service packs, and malicious code signatures. Organizations also address flaws discovered during assessments, continuous monitoring, incident response activities, and system error handling. By incorporating flaw remediation into configuration management processes, required remediation actions can be tracked and verified. Organization-defined time periods for updating security-relevant software and firmware may vary based on a variety of risk factors, including the security category of the system, the criticality of the update (i.e., severity of the vulnerability related to the discovered flaw), the organizational risk tolerance, the mission supported by the system, or the threat environment. Some types of flaw remediation may require more testing than other types. Organizations determine the type of testing needed for the specific type of flaw remediation activity under consideration and the types of changes that are to be configuration-managed. In some situations, organizations may determine that the testing of software or firmware updates is not necessary or practical, such as when implementing simple malicious code signature updates. In testing decisions, organizations consider whether security-relevant software or firmware updates are obtained from authorized sources with appropriate digital signatures.",SI-2,SI-2(c): time period,"a.: a. Identify, report, and correct system flaws; | b.: b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation; | c.: c. Install security-relevant software and firmware updates within of the release of the updates; and | d.: d. Incorporate flaw remediation into the organizational configuration management process.",
SI-3,SI-03 - Malicious Code Protection,System and Information Integrity,"a. Implement malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code; b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures; c. Configure malicious code protection mechanisms to: 1. Perform periodic scans of the system and real-time scans of files from external sources at as the files are downloaded, opened, or executed in accordance with organizational policy; and 2. ; and send alert to in response to malicious code detection; and d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system. Guidance System entry and exit points include firewalls, remote access servers, workstations, electronic mail servers, web servers, proxy servers, notebook computers, and mobile devices. Malicious code includes viruses, worms, Trojan horses, and spyware. Malicious code can also be encoded in various formats contained within compressed or hidden files or hidden in files using techniques such as steganography. Malicious code can be inserted into systems in a variety of ways, including by electronic mail, the world-wide web, and portable storage devices. Malicious code insertions occur through the exploitation of system vulnerabilities. A variety of technologies and methods exist to limit or eliminate the effects of malicious code. Malicious code protection mechanisms include both signature- and nonsignature-based technologies. Nonsignature-based detection mechanisms include artificial intelligence techniques that use heuristics to detect, analyze, and describe the characteristics or behavior of malicious code and to provide controls against such code for which signatures do not yet exist or for which existing signatures may not be effective. Malicious code for which active signatures do not yet exist or may be ineffective includes polymorphic malicious code (i.e., code that changes signatures when it replicates). Nonsignature-based mechanisms also include reputation-based technologies. In addition to the above technologies, pervasive configuration management, comprehensive software integrity controls, and anti-exploitation software may be effective in preventing the execution of unauthorized code. Malicious code may be present in commercial off-the-shelf software as well as custom-built software and could include logic bombs, backdoors, and other types of attacks that could affect organizational mission and business functions. In situations where malicious code cannot be detected by detection methods or technologies, organizations rely on other types of controls, including secure coding practices, configuration management and control, trusted procurement processes, and monitoring practices to ensure that software does not perform functions other than the functions intended. Organizations may determine that, in response to the detection of malicious code, different actions may be warranted. For example, organizations can define actions in response to malicious code detection during periodic scans, the detection of malicious downloads, or the detection of maliciousness when attempting to open or execute files.",SI-3,SI-3(a): [Selection (one or more): signature-based; non-signature-based] | SI-3(c)(1)-1: frequency | SI-3(c)(1)-2: [Selection (one or more): endpoint; network entry and exit points] | SI-3(c)(2)-1: [Selection (one or more): block malicious code; quarantine malicious code; take [(NESTED PARAMETER) Assignment for si-03_odp.05: action]] | SI-3(c)(2)-2: personnel or roles,"a.: a. Implement malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code; | b.: b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures; | c.: c. Configure malicious code protection mechanisms to: 1. Perform periodic scans of the system and real-time scans of files from external sources at as the files are downloaded, opened, or executed in accordance with organizational policy; and 2. ; and send alert to in response to malicious code detection; and | d.: d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.",
SI-4,SI-04 - System Monitoring,System and Information Integrity,"a. Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: ; and 2. Unauthorized local, network, and remote connections; b. Identify unauthorized use of the system through the following techniques and methods: ; c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; d. Analyze detected events and anomalies; e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation; f. Obtain legal opinion regarding system monitoring activities; and g. Provide to . Guidance System monitoring includes external and internal monitoring. External monitoring includes the observation of events occurring at external interfaces to the system. Internal monitoring includes the observation of events occurring within the system. Organizations monitor systems by observing audit activities in real time or by observing other system aspects such as access patterns, characteristics of access, and other actions. The monitoring objectives guide and inform the determination of the events. System monitoring capabilities are achieved through a variety of tools and techniques, including intrusion detection and prevention systems, malicious code protection software, scanning tools, audit record monitoring software, and network monitoring software. Depending on the security architecture, the distribution and configuration of monitoring devices may impact throughput at key internal and external boundaries as well as at other locations across a network due to the introduction of network throughput latency. If throughput management is needed, such devices are strategically located and deployed as part of an established organization-wide security architecture. Strategic locations for monitoring devices include selected perimeter locations and near key servers and server farms that support critical applications. Monitoring devices are typically employed at the managed interfaces associated with controls SC-7 and AC-17 . The information collected is a function of the organizational monitoring objectives and the capability of systems to support such objectives. Specific types of transactions of interest include Hypertext Transfer Protocol (HTTP) traffic that bypasses HTTP proxies. System monitoring is an integral part of organizational continuous monitoring and incident response programs, and output from system monitoring serves as input to those programs. System monitoring requirements, including the need for specific types of system monitoring, may be referenced in other controls (e.g., AC-2g , AC-2(7) , AC-2(12)(a) , AC-17(1) , AU-13 , AU-13(1) , AU-13(2) , CM-3f , CM-6d , MA-3a , MA-4a , SC-5(3)(b) , SC-7a , SC-7(24)(b) , SC-18b , SC-43b ). Adjustments to levels of system monitoring are based on law enforcement information, intelligence information, or other sources of information. The legality of system monitoring activities is based on applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. SI-4 Additional FedRAMP Requirements and Guidance Guidance: See US-CERT Incident Response Reporting Guidelines.",SI-4,SI-4(a)(1): monitoring objectives | SI-4(b): techniques and methods | SI-4(g)-1: system monitoring information | SI-4(g)-2: personnel or roles | SI-4(g)-3: [Selection (one or more): as needed; [(NESTED PARAMETER) Assignment for si-04_odp.06: frequency]],"a.: a. Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: ; and 2. Unauthorized local, network, and remote connections; | b.: b. Identify unauthorized use of the system through the following techniques and methods: ; | c.: c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; | d.: d. Analyze detected events and anomalies; | e.: e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation; | f.: f. Obtain legal opinion regarding system monitoring activities; and | g.: g. Provide to .",
SI-5,"SI-05 - Security Alerts, Advisories, and Directives",System and Information Integrity,"a. Receive system security alerts, advisories, and directives from on an ongoing basis; b. Generate internal security alerts, advisories, and directives as deemed necessary; c. Disseminate security alerts, advisories, and directives to: ; and d. Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance. Guidance The Cybersecurity and Infrastructure Security Agency (CISA) generates security alerts and advisories to maintain situational awareness throughout the Federal Government. Security directives are issued by OMB or other designated organizations with the responsibility and authority to issue such directives. Compliance with security directives is essential due to the critical nature of many of these directives and the potential (immediate) adverse effects on organizational operations and assets, individuals, other organizations, and the Nation should the directives not be implemented in a timely manner. External organizations include supply chain partners, external mission or business partners, external service providers, and other peer or supporting organizations. SI-5 Additional FedRAMP Requirements and Guidance Requirement: Service Providers must address the CISA Emergency and Binding Operational Directives applicable to their cloud service offering per FedRAMP guidance. This includes listing the applicable directives and stating compliance status.",SI-5,SI-5(a): external organizations | SI-5(c): [Selection (one or more): [(NESTED PARAMETER) Assignment for si-05_odp.03: personnel or roles]; [(NESTED PARAMETER) Assignment for si-05_odp.04: elements]; [(NESTED PARAMETER) Assignment for si-05_odp.05: external organizations]],"a.: a. Receive system security alerts, advisories, and directives from on an ongoing basis; | b.: b. Generate internal security alerts, advisories, and directives as deemed necessary; | c.: c. Disseminate security alerts, advisories, and directives to: ; and | d.: d. Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance.",
SI-12,SI-12 - Information Management and Retention,System and Information Integrity,"Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements. Guidance Information management and retention requirements cover the full life cycle of information, in some cases extending beyond system disposal. Information to be retained may also include policies, procedures, plans, reports, data output from control implementation, and other types of administrative information. The National Archives and Records Administration (NARA) provides federal policy and guidance on records retention and schedules. If organizations have a records management office, consider coordinating with records management personnel. Records produced from the output of implemented controls that may require management and retention include, but are not limited to: All XX-1, AC-6(9) , AT-4 , AU-12 , CA-2 , CA-3 , CA-5 , CA-6 , CA-7 , CA-8 , CA-9 , CM-2 , CM-3 , CM-4 , CM-6 , CM-8 , CM-9 , CM-12 , CM-13 , CP-2 , IR-6 , IR-8 , MA-2 , MA-4 , PE-2 , PE-8 , PE-16 , PE-17 , PL-2 , PL-4 , PL-7 , PL-8 , PM-5 , PM-8 , PM-9 , PM-18 , PM-21 , PM-27 , PM-28 , PM-30 , PM-31 , PS-2 , PS-6 , PS-7 , PT-2 , PT-3 , PT-7 , RA-2 , RA-3 , RA-5 , RA-8 , SA-4 , SA-5 , SA-8 , SA-10 , SI-4 , SR-2 , SR-4 , SR-8 .",SI-12,,"SI-12: Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements.",
SR-1,SR-01 - Policy and Procedures,Supply Chain Risk Management,"a. Develop, document, and disseminate to : 1. supply chain risk management policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls; b. Designate an to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and c. Review and update the current supply chain risk management: 1. Policy and following ; and 2. Procedures and following . Guidance Supply chain risk management policy and procedures address the controls in the SR family as well as supply chain-related controls in other families that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of supply chain risk management policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to supply chain risk management policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure.",SR-1,SR-1(a): organization-defined personnel or roles | SR-1(a)(1): [Selection (one or more): organization-level; mission/business process-level; system-level] | SR-1(b): official | SR-1(c)(1)-1: frequency | SR-1(c)(1)-2: events | SR-1(c)(2)-1: frequency | SR-1(c)(2)-2: events,"a.: a. Develop, document, and disseminate to : 1. supply chain risk management policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls; | b.: b. Designate an to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and | c.: c. Review and update the current supply chain risk management: 1. Policy and following ; and 2. Procedures and following .",
