Control ID,Title,Description,Instructions,Frameworks,Category
EP.PAR.V1,Privileged access rights,The allocation and use of privileged access rights shall be restricted and managed.,,iso27001_direct_v1,ENDPOINT SECURITY
EP.ROA.V1,Return of assets,"Personnel and other interested parties as appropriate shall return all the organization's assets in their possession upon change or termination of their employment, contract or agreement.",,iso27001_direct_v1,ENDPOINT SECURITY
EP.SDDP.V1,Secure device disposal process used,"Implement and follow procedures for securely disposing of devices that contain organizational data. This ensures that sensitive information cannot be recovered from retired, damaged, or replaced devices.","#### Action itemsDocument and maintain a secure device disposal process that includes procedures for different types of devices (laptops, phones, storage media). Track all devices marked for disposal and record the methods used to sanitize them.Use approved data destruction methods such as secure wiping, physical destruction, or certified third-party disposal services. Maintain an inventory of disposed devices and certificates of destruction when applicable.### Examples of evidence that satisfy this control- Screenshot or link to your device disposal procedure documentation- Records of disposed devices including date, method of disposal, and verification- Certificates of destruction from third-party disposal services- Screenshots of your device disposal tracking system- Evidence of staff training on device disposal procedures- Documentation showing chain of custody for devices marked for disposal",,ENDPOINT SECURITY
EP.SDOR.V1,Secure disposal or re-use of equipment,Items of equipment containing storage media shall be verified to ensure that any sensitive data and licensed software has been removed or securely overwritten prior to disposal or re-use.,,iso27001_direct_v1,ENDPOINT SECURITY
EP.SOAO.V1,Security of assets off-premises,Off-site assets shall be protected.,,iso27001_direct_v1,ENDPOINT SECURITY
EP.SIMF.V1,Software inventory for applications maintained,"Establish and maintain an accurate, detailed, and up-to-date inventory of all licensed software installed for applications. This can be a link to a package or manifest file.","### Action itemsAn inventory in this control refers to a comprehensive list of all licensed software installed for applications. This can be a managed in a spreadsheet, a database document, or a SAAS product that manages your software inventory for you.### Examples of evidence that satisfy this control- A link to your package or manifest file that lists all the installed software.- A link to your external database document that manages your software inventory.- A screenshot of your SAAS tooling that manages all your software inventory.",cis_ig1_v1,ENDPOINT SECURITY
EP.SIMO.V1,Software inventory on end-user devices maintained,"Establish and maintain an accurate, detailed, and up-to-date inventory of all licensed software installed on enterprise assets, including end-user devices and servers.","### Action itemsAn inventory for this control should encompass a single source of truth about all the licensed software installed on your organization's assets. This could be a software asset management tool, a spreadsheet, or a database.### Examples of evidence that satisfy this control- A link to your internal database or document.- A screenshot of your software inventory management tool showing all your licensed software.","cis_ig1_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, pci_dss_level_1_v1",ENDPOINT SECURITY
EP.SMC.V1,Storage media controls,"Storage media shall be managed through their life cycle of acquisition, use, transportation and disposal in accordance with the organization's classification scheme and handling requirements.",,iso27001_direct_v1,ENDPOINT SECURITY
EP.SU.V1,Supporting utilities,Information processing facilities shall be protected from power failures and other disruptions caused by failures in supporting utilities.,,iso27001_direct_v1,ENDPOINT SECURITY
EP.USRO.V1,Unauthorized software on end-user devices addressed and removed,"Ensure that unauthorized software is either removed from use on enterprise assets or receives a documented exception. Review monthly, or more frequently based on risk level, to ensure software compliance with the organizational policy.","### Action itemsRegularly review your software inventory and identify and remove any software that is not authorized to be installed on a given asset.### Examples of evidence that satisfy this control- A copy of your organization's authorized software list.- Documentation of your software auditing process.- Evidence of software audits conducted, such as a report or summary.- Documented exceptions for unauthorized software, including the associated risk assessment and approval.","cis_ig1_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, nist_800_171_v1, pci_dss_level_1_v1",ENDPOINT SECURITY
EP.UFCM.V1,Unexpected file changes monitored,"Set up a system to monitor unexpected changes to your important files and set up alerts when they happen.Create a list of your most important files. This should include things like system files, application files, configuration files, and log files. Review and update this list on a regular basis.Set up a file monitoring tool or intrusion detection tool with file monitoring capabilities. It should check all the important files on your list at least once a week. Configure it to send alerts immediately if it spots any unexpected changes. This could be changes to the file's content, or if files are added or deleted when they shouldn't be.Decide who on your team should receive these alerts and make sure they know what to do when they get one. Write down a clear procedure for how to investigate and respond to unexpected file changes. Keep records of all the alerts you receive and how you responded to them.Finally, check your file monitoring system at least once a month to make sure it's working as intended.",### Examples of evidence that satisfy this control- List of critical files being monitored- Configuration settings for your file integrity monitoring tool- Logs showing weekly file checks- Records of alerts from your file monitoring system and how you responded- Written procedure for responding to file change alerts- Logs of your regular tests of the file monitoring system,pci_dss_level_1_v1,ENDPOINT SECURITY
EP.UWCD.V1,Unnecessary wireless capabilities disabled,"Wireless networking capabilities that are not required for essential business or mission functions must be disabled on all devices to minimize security risks. Necessary wireless features, such as Wi-Fi or Bluetooth, must be configured securely to prevent unauthorized access.","### Action Items- Asses the specific wireless capabilities required for all company-issued devices (e.g., laptops, IoT devices).- Implement default configurations to ensure unused wireless capabilities are disabled prior to issuing or deploying the devices.### Examples of evidence that satisfy this control- Screenshot showing device configuration settings or MDM policies enforcing wireless feature restrictions.- Screenshots showing Bluetooth, NFC, or Wi-fi disabled on devices where unnecessary.",nist_800_171_v1,ENDPOINT SECURITY
EP.UED.V1,User endpoint devices,"Information stored on, processed by or accessible via user endpoint devices shall be protected.",,iso27001_direct_v1,ENDPOINT SECURITY
EP.WF.V1,Web filtering,Access to external websites shall be managed to reduce exposure to malicious content.,,iso27001_direct_v1,ENDPOINT SECURITY
EP.WAPI.V1,Wireless access points identified and monitored,"Test for the presence of all Wi-Fi access points at least once every three months and use tools or methods that can detect both authorized and unauthorized access points. If possible, use automated monitoring tools that can alert personnel when new access points are detected.Maintain an up-to-date list of all authorized wireless access points and document a business justification for each authorized access point. Regularly review and update this inventory.","### Examples of evidence that satisfy this control- Results of your quarterly wireless scans, showing both authorized and unauthorized access points- Up-to-date inventory of authorized wireless access points, including justifications- Logs or alerts from your automated wireless monitoring system (if used)",pci_dss_level_1_v1,ENDPOINT SECURITY
EP.WEC.V1,Wireless environments configured,"Set up and manage your wireless network securely for both office and remote workers. Change default settings such as:- Change all default passwords on your wireless equipment (routers, access points).- Replace any pre-set encryption keys.- Update SNMP community strings if you use them.- Check your device manuals for any other default settings and change those too.Enable the strongest encryption your devices support (preferably WPA3 or at least WPA2) and use a long, complex password for the Wi-Fi network. Change it regularly and control access (e.g., use a separate guest network for visitors if possible).Regularly check for unauthorized devices on your network and train your employees accordingly.",### Examples of evidence that satisfy this control- Screenshots of your wireless router settings showing changed defaults- Documented Password Management Policy with clear instructions for Wi-Fi passwords- Records of regular checks on your wireless security settings,pci_dss_level_1_v1,ENDPOINT SECURITY
IS.ADTU.V1,Active discovery tools used,"An active discovery tool is used to identify assets connected to the enterprise's network, configured to execute daily or more frequently.","### Action itemsIf you are using a supported cloud provider such as AWS or GCP, Oneleet will handle this for you, there is no action needed. Otherwise upload evidence showing your active discovery tooling and the results it is finding### Examples of evidence that satisfy this control1. Cloud provider integration successfully connected.2. Oneleet Attack Surface Scanner set up to monitor your domain.","cis_ig1_v1, oneleet_essentials_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.AAR.V1,Administrator access restricted,"Restrict administrator access to critical systems and sensitive data based on the principle of least privilege, granting elevated permissions only when necessary for specific tasks and revoking them promptly after completion. Implement strong authentication mechanisms, such as multi-factor authentication, and regularly review and update administrator access rights to ensure they align with job responsibilities and maintain a secure environment.","### Examples of evidence that satisfy this control1. Oneleet access review completed for all critical vendors, ensuring that admin roles and MFA status are documented.2. Screenshots or exports showing admin group membership and permissions from IAM tools (e.g., Okta, AWS IAM, Azure AD).3. Screenshots of VPN configuration and corresponding firewall rule restricting admin access to critical systems through the VPN only.","cfr_21_part_11_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, oneleet_pro_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.AMDO.V1,Anti-malware deployed on infrastructure,Deploy anti-malware or antivirus solutions on infrastructure components such as servers and network devices. This helps detect and prevent malware infections and other malicious activities targeting critical systems.,"### Action itemsSet up an anti-malware or intrusion detection system on your production infrastructure. Ensure that it is properly configured and is up-to-date.### Examples of evidence that satisfy this control1. A screenshot of your security console (e.g., AWS GuardDuty, CrowdStrike, SentinelOne)showing anti-malware is enabled on your production environment.2. A screenshot from your security dashboard (e.g., Splunk, Slack channel, Datadog) showing a recent security finding. Screenshots must display a visible system date/time.","cis_ig1_v1, eu_dora_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, pci_dss_level_1_v1",INFRASTRUCTURE SECURITY
IS.ACR.V1,Application changes reviewed,All proposed application changes are reviewed before they impact production.,"### Action itemsSet up a process to review all proposed application code changes. This could involve requiring peer code review through pull requests, a dedicated security review team for sensitive changes, or automated code review tools that flag potential issues before merging.### Examples of evidence that satisfy this control1. Oneleet monitors passing for supported integrations, with branch protection rules enabled on all application repositories requiring at least one approval before merging.2. Screenshot of branch protection rules in your application repository requiring at least one approval before merging proposed changes. Screenshots must display a visible system date/time.3. Documentation of your application change review process, outlining who is responsible for approvals, how reviews are conducted, and what criteria must be met before merging.","iso27001_v1, nist_800_171_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.ASSP.V1,Automated security scanning performed on infrastructure,Automated security scanning software is deployed on all infrastructure components including servers and network devices.,"### Examples of evidence that satisfy this control1. Screenshots of your cloud provider's automated security scanning solution (e.g., AWS GuardDuty and Inspector, GCP Security Center, Azure Security Center) and your infrastructure's anti-malware installation if present.","eu_dora_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.ANCT.V1,Automatic network connection termination,"Network connections associated with communication sessions must be automatically terminated at the end of the session or after a period of inactivity as defined in the Network Security Policy. This ensures that unused connections are not left open, reducing the risk of unauthorized access or misuse.","### Action Items- Configure VPNs, remote desktop sessions, and other communication protocols to enforce automatic disconnection at the end of a session or after inactivity as defined in the Network Security Policy.- Ensure TCP/IP addresses or port pairs are deallocated at the operating system level or networking assignments are deallocated at the application level if multiple application sessions are using a single network connection.### Examples of evidence that satisfy this control- Screenshots of VPN or remote access timeout configurations enforcing network disconnection.- Logs showing terminated network connections after inactivity or session completion.",nist_800_171_v1,INFRASTRUCTURE SECURITY
IS.BNEP.V1,Buckets not exposed publicly,Cloud storage buckets are not exposed to the public internet unless a documented business justification is in place.,"### Action itemsEnsure all cloud storage buckets are properly configured to disallow public access. If a bucket is required to have public access in order to facilitate it's purpose (ie content or CDN buckets) ensure that the reasons for those bucket exceptions are documented### Examples of evidence that satisfy this control1. Oneleet monitors passing for all supported integrations, with public access restricted on all in-scope cloud storage buckets that do not have a documented exception in place.2. Screenshots of access control settings on all in-scope cloud storage buckets that do not have a documented exception in place.","hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.CS.V1,Clock synchronization,The clocks of information processing systems used by the organization shall be synchronized to approved time sources.,,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.CSE.V1,Clock synchronization enforced,"Enforce clock synchronization across all systems and devices within the organization's network using a reliable and accurate time source, such as Network Time Protocol (NTP) or Precision Time Protocol (PTP). Regularly monitor and audit system clocks to ensure they remain synchronized and promptly address any discrepancies to maintain the integrity of time-dependent processes, such as logging, authentication, and transaction processing.",Evidence that fulfills this control:1. Procedure documentation outlining how clocks are kept in sync.2. Infrastructure as Code (IaC) that sets up a clock-synchronization infrastructure.,"iso27001_v1, nist_800_171_v1, pci_dss_level_1_v1",INFRASTRUCTURE SECURITY
IS.CIU.V1,Cloud infrastructure used,"Cloud infrastructure is hosted with providers that maintain independent certifications (e.g., SOC 2) for physical and environmental security controls, rather than managed on-premises.","### Action itemsAdd your critical cloud infrastructure vendors to the vendor management portal and upload their SOC 2 reports.### Examples of evidence that satisfy this control1. SOC 2 reports from cloud infrastructure providers (e.g., AWS, GCP, Azure) uploaded to the vendor management portal.2. Vendor records showing cloud providers are classified as critical vendors with current security certifications on file.",,INFRASTRUCTURE SECURITY
IS.CM.V1,Configuration management,"Configurations, including security configurations, of hardware, software, services and networks shall be established, documented, implemented, monitored and reviewed.",,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.CMSE.V1,Configuration management system established,"Implement a configuration management system to manage and control the configuration of systems, applications, and infrastructure. Configuration management helps maintain consistency and security across the IT environment.","### Action ItemsEnsure that you are utilizing a configuration management tool like Terraform, Ansible or Chef, and that all of your configuration values are stored in a version controlled storage solution such as Doppler or HashiCorp Vault### Examples of evidence that satisfy this control1. Screenshots of your configuration management system (e.g., Terraform in Github, AWS Secrets Manager). Screenshots must display a visible system date/time.","iso27001_v1, nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.DFU.V1,DNS filtering used,Utilize a DNS filtering service to protect against malicious domain requests and prevent access to known malicious websites.,"### Action itemsChoose a reliable DNS filtering service and ensure all your network traffic is routed through it. Make sure the service is configured to block access to known malicious websites and is regularly updated to keep up with emerging threats.### Examples of evidence that satisfy this control- Screenshot of the DNS filtering service's dashboard showing active protection.- A copy of your network configuration, highlighting the DNS filtering service.- A screenshot of the policy or setting confirming the blockage of known malicious websites.","cis_ig1_v1, pci_dss_level_1_v1",INFRASTRUCTURE SECURITY
IS.FRPA.V1,Firewall restricts public access to infrastructure,Firewalls are configured to restrict public access to the organization's infrastructure components.,"### Action itemsEnsure that all your infrastructure components are behind firewalls with rules that restrict public access. Evaluate the need for access on a case-by-case basis and ensure that any public access is justified and documented.### Examples of evidence that satisfy this control1. Oneleet monitors passing for all supported integrations, with firewall protection enabled across all infrastructure components.2. Screenshots or report from your firewall management tool showing firewall rules restricting public access across all infrastructure components.3. Screenshots from your cloud infrastructure provider showing firewall configurations restricting public access across all infrastructure components.","cfr_21_part_11_v1, cis_ig1_v1, eu_dora_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.HAIU.V1,High availability infrastructure used,"Deploy high availability infrastructure across multiple availability zones or regions to ensure system redundancy and fault tolerance. Configure load balancing, automatic failover, and data replication mechanisms to minimize downtime and maintain uninterrupted service in the event of hardware, software, or network failures.",### Examples of evidence that satisfy this control1. Screenshots showing the high availability setting enabled on relevant infrastructure.2. Infrastructure diagrams outlining how your infrastructure has been set up in a redundant manner.3. Documentation outlining failover and redundant processing facilities.,iso27001_v1,INFRASTRUCTURE SECURITY
IS.IFCP.V1,Information flow control policy established,"Establish an information flow control policy to regulate the secure transmission of Controlled Unclassified Information (CUI) within and between systems, enforcing encryption, access controls, and boundary protections.","### Action Items### Examples of evidence that satisfy this control- A link, screenshot or internal document outlining your information flow control policy.- A screenshot from your SAAS tooling that manages your policy and procedures.",nist_800_171_v1,INFRASTRUCTURE SECURITY
IS.ISFU.V1,Information security for use of cloud services,"Processes for acquisition, use, management and exit from cloud services shall be established in accordance with the organization's information security requirements.",,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.ICL.V1,Infrastructure changes logged,"Maintain a log of all infrastructure changes to track and document modifications made to critical systems and services. Logging infrastructure changes aids in audit trails, incident investigations, and accountability.","### Action itemsImplement a process to log every change made to your infrastructure. This could be manual, such as maintaining a spreadsheet or document, or automated, such as a github repository commit history if using Infrastructure as Code.Ensure that each log entry contains key information like who made the change, when it was made, what was changed, and the reason for the change.### Examples of evidence that satisfy this control1. Screenshots of your Infrastructure as Code (IaC) branch commit history. Screenshots must display a visible system date/time.2. Documented process for logging infrastructure changes including required fields (e.g., author, timestamp, change description, rationale) and where changes are tracked.","cis_ig1_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, nist_800_171_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.ICRR.V1,Infrastructure changes require review,"Implement a review process for all proposed infrastructure changes before implementation. Reviews ensure that changes comply with security policies, do not introduce vulnerabilities, and align with the organization's requirements.","### Action itemsEstablish a formal process to review all proposed changes. This could involve a dedicated team or individual who is responsible for reviewing and approving changes, or a more decentralized process where the responsibility is shared among several employees, like requiring a approving review on a Github PR.### Examples of evidence that satisfy this control1. Screenshot of branch protection rules in your Infrastructure as Code (IaC) repository requiring at least one approval before merging proposed changes. Screenshots must display a visible system date/time.2. Documentation of your infrastructure change review process, outlining who is responsible for approvals, how reviews are conducted, and what criteria must be met before implementation.","cis_ig1_v1, iso27001_v1, nist_800_171_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.IDUI.V1,Infrastructure deployed using an infrastructure-as-code tool,"Adopt an infrastructure-as-code (IaC) approach to deploy and manage the organization's infrastructure components. IaC tools enable consistent and version-controlled infrastructure deployment, reducing the risk of configuration errors.",### Action itemsIdentify an IaC tool that suits your organization's needs and establish a process for infrastructure deployment using this tool. Make sure all changes to your infrastructure are made through this process to ensure consistency and traceability.### Examples of evidence that satisfy this control1. Screenshots of your Infrastructure as Code (IaC) branch repo and commit history for all critical infrastructure. Screenshots must display a visible system date/time.,"cfr_21_part_11_v1, cis_ig1_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.IDSU.V1,Intrusion detection system used,Utilize an intrusion detection system (IDS) to monitor network traffic and detect suspicious or unauthorized activities. IDS helps identify potential security breaches and intrusions in real-time.,"### Action itemsIf you don't have an IDS in place, start by assessing your network and identifying key traffic points where an IDS could be most effective. Then, select an IDS solution that meets your requirements and deploy it following best practices. Make sure to tune your IDS to reduce false positives and ensure it is regularly updated to detect the latest threats.### Examples of evidence that satisfy this control- Screenshot of your IDS settings.- Network diagrams showing where your IDS is deployed.- Documentation of your IDS policies and procedures.- Logs or reports showing IDS alerts and your responses to them.",nist_800_171_v1,INFRASTRUCTURE SECURITY
IS.KMPE.V1,Key management policy established,"Establish a comprehensive key management policy that defines the processes for generating, storing, distributing, rotating, and revoking cryptographic keys used for data encryption, digital signatures, and secure communication. Ensure the key management policy aligns with industry best practices and regulatory requirements, and regularly review and update the policy to maintain its effectiveness in protecting the confidentiality, integrity, and availability of sensitive information.",Evidence that fulfills this control:1. Key management policy written in the Oneleet policy builder and signed by all employees.2. Key inventory showing last rotation date.3. Settings or screenshot of a key management SAAS tool.4. Screenshot of settings that shows automated key rotation enabled on cloud infrastructure.,"eu_dora_v1, iso27001_v1, pci_dss_level_1_v1",INFRASTRUCTURE SECURITY
IS.LP.V1,Logging performed,"Logs that record activities, exceptions, faults and other relevant events shall be produced, stored, protected and analysed.",,"ccpa_v1, iso27001_direct_v1",INFRASTRUCTURE SECURITY
IS.NIST.V1,NIST 800-171 compliance policy established,"Establish a compliance policy to govern access control, account authorization, data management, infrastructure security, and endpoint protection to ensure secure handling and protection of CUI.",### Action ItemsDevelop a policy outlining measures and procedures established and followed to ensure safe handling of CUI. You can manage NIST 800-171 compliance within a central compliance policy or attach elements of the compliance policy to your other established policies.### Examples of evidence that satisfy this control- A copy or link to your NIST 800-171 compliance policy.,nist_800_171_v1,INFRASTRUCTURE SECURITY
IS.NICU.V1,Network infrastructure continuously updated,"Ensure the network infrastructure components (e.g., routers, switches, firewalls) are continuously updated with the latest security patches and firmware updates. Regular updates help address known vulnerabilities and enhance network security.","### Action itemsEstablish a regular schedule for patching and updating your network infrastructure. This could include identifying the appropriate personnel responsible for this task, setting up notifications for when new updates are released, and ensuring that updates are applied promptly and correctly.### Examples of evidence that satisfy this control1. A network patching schedule outlining the frequency for regular updates.2. Documentation showing the responsible parties for managing updates.3. Patch logs/history showing the date, name, and status of completed updates.","cis_ig1_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",INFRASTRUCTURE SECURITY
IS.NSPE.V1,Network security policy established,Develop and implement a network security policy that provides clear guidelines and requirements for securing your network infrastructure.,"### Action ItemsDraft a policy specifying secure network architecture (including zones such as DMZs for public-facing services), perimeter protections (e.g., firewalls, IDS/IPS), and malware defenses. Define access control requirements, including multi-factor authentication for remote and privileged access, and mandate encryption for sensitive data in transit. ### Examples of evidence that satisfy this control1. Network security policy added to the Oneleet policy builder.2. Approved policy document detailing architecture, access, monitoring, and incident response. Contains a dated version control.","eu_dora_v1, iso27001_v1, nist_800_171_v1",INFRASTRUCTURE SECURITY
IS.NS.V1,Networks security,"Networks and network devices shall be secured, managed and controlled to protect information in systems and applications.",,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.PPSM.V1,Payment page scripts managed,"All scripts loaded and executed on payment pages in the consumer's browser must be authorized, integrity-assured, and inventoried with justification.Implement a method to authorize each payment page script and establish a process to confirm the integrity of each script. Maintain an inventory of all scripts with written justification for their necessity.Regularly review and update policies and procedures for managing payment page scripts.",,pci_dss_level_1_v1,INFRASTRUCTURE SECURITY
IS.PATE.V1,Production and test environments separated,"Maintain separate, dedicated environments for testing and production systems, ensuring changes are thoroughly evaluated before implementation into the live production environment.",,"iso27001_v1, pci_dss_level_1_v1",INFRASTRUCTURE SECURITY
IS.PDAR.V1,Production deployment access restricted,Limit access to production deployment environments to authorized personnel only. This control helps prevent unauthorized changes or deployments that may disrupt critical services.,,"cis_ig1_v1, iso27001_v1, iso42001_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.POIS.V1,Protection of information systems during audit testing,Audit tests and other assurance activities involving assessment of operational systems shall be planned and agreed between the tester and appropriate management.,,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.PRU.V1,Pull requests used,Pull requests are used for code changes to ensure all modifications are reviewed before merging to production branches.,,,INFRASTRUCTURE SECURITY
IS.ROIP.V1,Redundancy of information processing facilities,Information processing facilities shall be implemented with redundancy sufficient to meet availability requirements.,,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.SONS.V1,Security of network services,"Security mechanisms, service levels and service requirements of network services shall be identified, implemented and monitored.",,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.SON.V1,Segregation of networks,"Groups of information services, users and information systems shall be segregated in the organization's networks.",,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.SASK.V1,Systems and software kept up to date,"Automate and standardize the process of deploying software patches and updates to systems, software, and applications to ensure that critical security patches are applied promptly to address known vulnerabilities.",,,INFRASTRUCTURE SECURITY
IS.SSAT.V1,Systems segregated according to sensitivity of business function,"Set up your systems so that different parts of your business operations are kept separate or well-protected from each other, especially when they have different security needs.In this context, a ""function"" is a specific business operation or process that your IT systems handle. For example:- Public website hosting- Employee email system- Customer database management- Payment processingIdentify your business operations and list out the key tasks your IT systems complete. Evaluate which functions need higher security and which need less. Separate them where possible (e.g., use different servers or cloud services for operations with different security needs). If you can't physically separate use virtualization to create separate environments on the same machine.Secure everything to the level of the most sensitive function.Document your setup by creating a diagram showing which business operations are on which systems. Explain how you've separated or secured different operations.",,"nist_800_171_v1, pci_dss_level_1_v1",INFRASTRUCTURE SECURITY
IS.UAR.V1,Unauthorized assets addressed and removed,Ensure that a process exists to address unauthorized assets on a periodic basis. This process should include regular audits of all assets and a procedure for handling unauthorized assets when they are discovered.,,"cis_ig1_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, oneleet_pro_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.UPDA.V1,Unique production database authentication enforced,"Enforce unique authentication mechanisms for accessing production databases, such as a unique username and password or SSH key.",,"cfr_21_part_11_v1, eu_dora_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.UOC.V1,Use of cryptography,"Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.",,iso27001_direct_v1,INFRASTRUCTURE SECURITY
IS.VU.V1,VPN used,"Utilize Virtual Private Network (VPN) connections to secure remote communications between users and the organization's internal network. VPNs provide encrypted and authenticated tunnels, ensuring secure data transmission over untrusted networks.",,"hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, oneleet_pro_v1, soc2_v1",INFRASTRUCTURE SECURITY
IS.WAFU.V1,Web Application Firewall (WAF) used,"Implement a Web Application Firewall (WAF) to protect web applications from various cyber threats, such as SQL injection, cross-site scripting, and other application-layer attacks.",,"eu_dora_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",INFRASTRUCTURE SECURITY
MI.ASME.V1,AI system monitoring established,"Establish ongoing monitoring of AI systems to track performance, detect issues, identify drift, and ensure continued safe and effective operation in production.",,iso42001_v1,MONITORING AND INCIDENT_RESPONSE
MI.AALS.V1,Adequate audit log storage maintained,Ensure sufficient storage capacity to retain audit logs for the required duration. Adequate audit log storage enables historical analysis and supports compliance requirements related to log retention.,,"cis_ig1_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, nist_800_171_v1, pci_dss_level_1_v1",MONITORING AND INCIDENT_RESPONSE
MI.AADO.V1,Assessment and decision on information security events,The organization shall assess information security events and decide if they are to be categorized as information security incidents.,,iso27001_direct_v1,MONITORING AND INCIDENT_RESPONSE
MI.ALMP.V1,Audit log management process maintained,"Maintain a robust and up-to-date audit log management process. This process should include guidelines for capturing, storing, and monitoring audit logs, ensuring the availability and integrity of essential security event data.",,"cis_ig1_v1, eu_dora_v1, gdpr_v1, hipaa_v1, iso27001_v1, nist_800_171_v1, pci_dss_level_1_v1, soc2_v1",MONITORING AND INCIDENT_RESPONSE
MI.ALC.V1,Audit logs collected,"Enable the collection of audit logs from critical systems and applications. Audit logs capture essential security events and activities, providing valuable information for incident detection, investigation, and compliance purposes.",,"cfr_21_part_11_v1, cis_ig1_v1, eu_dora_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",MONITORING AND INCIDENT_RESPONSE
MI.BNPE.V1,Breach notification process established,"Establish a breach notification process that outlines the organization's procedures for detecting, assessing, and reporting security breaches. This process helps ensure timely and effective incident response.",,"gdpr_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, nist_800_171_v1, soc2_privacy_v1",MONITORING AND INCIDENT_RESPONSE
